hospitalId,hospital_name,resourceType,ts,used,on_hand,total_quantity,available,borrow_quantity,urgency_level,transfer_in_qty,transfer_out_qty,hospital_latitude,hospital_longitude,district,state
HR_PGIMS,PGIMS Rohtak,ventilator,21-01-2024,49,206,196,157,10,Low,10,10,28.8955,76.6066,Rohtak,Haryana
HP_IGMC,IGMC Shimla,bed,01-12-2020,387,750,710,363,40,Medium,40,23,31.1048,77.1734,Shimla,Himachal Pradesh
BR_PMCH,PMCH Patna,ambulance,12-03-2017,31,124,125,93,13,Low,10,13,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,bed,15-06-2015,412,967,939,555,28,High,16,19,8.5241,76.9366,Thiruvananthapuram,Kerala
MH_KEM,KEM Hospital,bed,07-04-2015,425,799,767,374,32,Medium,30,22,18.9782,72.8168,Mumbai,Maharashtra
CH_GMCH,GMCH Chandigarh,ambulance,14-06-2020,20,90,111,70,15,Low,13,11,30.7333,76.7794,Chandigarh,Chandigarh
HR_PGIMS,PGIMS Rohtak,bed,28-07-2015,365,718,699,353,19,Medium,11,11,28.8955,76.6066,Rohtak,Haryana
RJ_SMS,SMS Hospital Jaipur,ambulance,04-10-2017,21,129,136,108,13,Medium,12,10,26.9124,75.7873,Jaipur,Rajasthan
TS_Gandhi,Gandhi Hospital Hyderabad,bed,23-03-2017,406,759,741,353,18,Low,15,12,17.385,78.4867,Hyderabad,Telangana
PB_PGI,PGIMER Chandigarh,ventilator,23-04-2022,68,298,286,230,12,Medium,10,10,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,bed,16-09-2022,436,1384,1353,948,31,Medium,23,28,30.7333,76.7794,Chandigarh,Chandigarh
BR_PMCH,PMCH Patna,ventilator,11-04-2022,105,314,303,209,11,Medium,10,11,25.61,85.1415,Patna,Bihar
AS_Gauhati,Gauhati Medical College,oxygen,19-10-2020,231,852,800,621,52,Low,37,43,26.1445,91.7362,Guwahati,Assam
WB_CMCH,Calcutta Medical College,bed,03-09-2024,403,767,697,364,70,High,63,48,22.5726,88.3639,Kolkata,West Bengal
GJ_Civil,Civil Hospital Ahmedabad,ambulance,02-08-2024,20,81,95,62,20,Low,13,14,23.0225,72.5714,Ahmedabad,Gujarat
GJ_Civil,Civil Hospital Ahmedabad,ventilator,04-02-2023,29,230,237,201,19,Low,19,19,23.0225,72.5714,Ahmedabad,Gujarat
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,19-06-2023,20,164,178,145,17,Low,11,16,26.8467,80.9462,Lucknow,Uttar Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,13-05-2021,42,136,130,94,25,Low,22,14,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,ambulance,14-01-2022,29,201,211,172,10,Low,10,10,18.9782,72.8168,Mumbai,Maharashtra
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,07-06-2020,216,446,421,230,25,High,20,20,17.385,78.4867,Hyderabad,Telangana
CH_GMCH,GMCH Chandigarh,bed,03-05-2019,437,1353,1288,916,65,Low,15,30,30.7333,76.7794,Chandigarh,Chandigarh
HR_PGIMS,PGIMS Rohtak,ventilator,09-06-2019,48,336,313,288,23,Low,12,19,28.8955,76.6066,Rohtak,Haryana
TN_CMC,Christian Medical College,ventilator,14-05-2017,36,205,203,169,24,High,19,23,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,ventilator,13-10-2015,41,230,229,189,30,Medium,11,23,31.1048,77.1734,Shimla,Himachal Pradesh
DL_AIIMS,AIIMS Delhi,oxygen,01-08-2022,215,751,723,536,28,Low,15,27,28.5672,77.21,New Delhi,Delhi
AS_Gauhati,Gauhati Medical College,bed,10-03-2018,394,1266,1203,872,63,Medium,52,43,26.1445,91.7362,Guwahati,Assam
JH_RIMS,RIMS Ranchi,oxygen,27-02-2017,216,850,784,634,66,Medium,54,61,23.3441,85.3096,Ranchi,Jharkhand
GJ_Civil,Civil Hospital Ahmedabad,oxygen,03-01-2017,228,983,961,755,22,Low,16,21,23.0225,72.5714,Ahmedabad,Gujarat
JH_RIMS,RIMS Ranchi,bed,26-11-2024,403,621,595,218,26,Low,24,17,23.3441,85.3096,Ranchi,Jharkhand
HP_IGMC,IGMC Shimla,ventilator,20-07-2024,46,146,135,100,25,Low,22,15,31.1048,77.1734,Shimla,Himachal Pradesh
KA_NIMHANS,NIMHANS Bengaluru,oxygen,15-11-2015,204,683,642,479,41,High,33,41,12.943,77.5966,Bangalore Urban,Karnataka
PB_PGI,PGIMER Chandigarh,oxygen,18-05-2018,168,533,480,365,53,Low,22,35,30.75,76.78,Chandigarh,Punjab
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,09-01-2023,56,298,275,242,23,Low,13,22,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,bed,26-10-2016,425,884,855,459,29,High,13,26,12.943,77.5966,Bangalore Urban,Karnataka
KA_NIMHANS,NIMHANS Bengaluru,ambulance,05-03-2021,30,72,64,42,15,High,11,11,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,ventilator,07-12-2020,24,159,176,135,22,Low,21,14,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,ambulance,09-01-2022,25,163,174,138,14,Low,12,13,30.75,76.78,Chandigarh,Punjab
AS_Gauhati,Gauhati Medical College,bed,01-03-2016,411,1011,983,600,28,Low,28,19,26.1445,91.7362,Guwahati,Assam
PB_PGI,PGIMER Chandigarh,oxygen,24-07-2016,175,295,238,120,36,High,16,23,30.75,76.78,Chandigarh,Punjab
UK_Haldwani,GMCH Haldwani,bed,01-12-2019,424,1005,941,581,64,Medium,10,24,29.2183,79.5126,Nainital,Uttarakhand
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,28-10-2015,21,100,102,79,14,Low,13,10,23.2599,77.4126,Bhopal,Madhya Pradesh
DL_AIIMS,AIIMS Delhi,ventilator,21-07-2020,53,164,153,111,25,Low,23,21,28.5672,77.21,New Delhi,Delhi
BR_PMCH,PMCH Patna,ventilator,27-10-2020,106,212,182,106,30,Medium,20,13,25.61,85.1415,Patna,Bihar
DL_AIIMS,AIIMS Delhi,bed,21-06-2018,384,876,828,492,48,Low,17,38,28.5672,77.21,New Delhi,Delhi
KA_NIMHANS,NIMHANS Bengaluru,bed,28-07-2018,433,1102,1087,669,15,Medium,13,15,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,oxygen,09-03-2021,204,378,355,174,23,Low,10,14,28.5672,77.21,New Delhi,Delhi
JH_RIMS,RIMS Ranchi,bed,08-03-2020,409,670,636,261,34,Medium,14,24,23.3441,85.3096,Ranchi,Jharkhand
KA_NIMHANS,NIMHANS Bengaluru,ambulance,12-04-2022,27,177,200,150,18,Medium,14,10,12.943,77.5966,Bangalore Urban,Karnataka
OR_SCB,SCB Med Coll Cuttack,bed,22-09-2021,381,1096,1032,715,64,Low,55,44,20.4625,85.8828,Cuttack,Odisha
TN_CMC,Christian Medical College,oxygen,15-04-2019,191,1078,1018,887,60,Medium,44,59,12.926,79.1356,Vellore,Tamil Nadu
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,23-08-2021,51,207,203,156,25,Medium,10,13,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,ambulance,03-08-2024,31,60,54,29,10,Low,10,10,22.5726,88.3639,Kolkata,West Bengal
HP_IGMC,IGMC Shimla,bed,16-08-2017,376,804,769,428,35,High,13,32,31.1048,77.1734,Shimla,Himachal Pradesh
HP_IGMC,IGMC Shimla,ambulance,03-01-2024,30,61,76,31,16,Low,13,15,31.1048,77.1734,Shimla,Himachal Pradesh
WB_CMCH,Calcutta Medical College,ventilator,02-05-2021,28,187,193,159,18,Low,14,16,22.5726,88.3639,Kolkata,West Bengal
HR_PGIMS,PGIMS Rohtak,oxygen,26-04-2022,225,961,950,736,11,Low,11,10,28.8955,76.6066,Rohtak,Haryana
CH_GMCH,GMCH Chandigarh,ventilator,03-05-2015,56,203,184,147,26,Low,18,18,30.7333,76.7794,Chandigarh,Chandigarh
OR_SCB,SCB Med Coll Cuttack,bed,07-07-2016,371,966,923,595,43,Low,16,20,20.4625,85.8828,Cuttack,Odisha
WB_CMCH,Calcutta Medical College,ventilator,12-01-2023,26,274,292,248,17,Low,10,17,22.5726,88.3639,Kolkata,West Bengal
KL_MCH,Med Coll Thiruvananthapuram,ventilator,17-09-2015,45,232,220,187,17,Medium,14,17,8.5241,76.9366,Thiruvananthapuram,Kerala
HP_IGMC,IGMC Shimla,ambulance,08-04-2019,31,162,175,131,14,High,11,13,31.1048,77.1734,Shimla,Himachal Pradesh
BR_PMCH,PMCH Patna,oxygen,14-07-2024,218,929,860,711,69,Low,17,45,25.61,85.1415,Patna,Bihar
MH_KEM,KEM Hospital,ventilator,22-08-2017,76,297,285,221,12,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
BR_PMCH,PMCH Patna,bed,07-04-2022,453,1020,946,567,74,Medium,60,49,25.61,85.1415,Patna,Bihar
HP_IGMC,IGMC Shimla,ventilator,16-10-2017,38,259,264,221,29,Medium,11,13,31.1048,77.1734,Shimla,Himachal Pradesh
PB_PGI,PGIMER Chandigarh,ventilator,20-05-2016,78,118,80,40,20,Low,14,18,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,oxygen,02-06-2018,192,738,656,546,82,Low,80,17,30.7333,76.7794,Chandigarh,Chandigarh
HR_PGIMS,PGIMS Rohtak,bed,12-03-2024,362,623,564,261,59,Medium,42,17,28.8955,76.6066,Rohtak,Haryana
KL_MCH,Med Coll Thiruvananthapuram,bed,06-04-2023,405,1066,1041,661,25,Medium,22,25,8.5241,76.9366,Thiruvananthapuram,Kerala
GJ_Civil,Civil Hospital Ahmedabad,oxygen,06-01-2020,220,880,830,660,50,Medium,30,23,23.0225,72.5714,Ahmedabad,Gujarat
HP_IGMC,IGMC Shimla,oxygen,23-09-2016,231,351,164,120,79,Low,27,27,31.1048,77.1734,Shimla,Himachal Pradesh
CH_GMCH,GMCH Chandigarh,oxygen,06-12-2019,201,825,749,624,76,Medium,30,22,30.7333,76.7794,Chandigarh,Chandigarh
JH_RIMS,RIMS Ranchi,bed,20-08-2018,422,763,753,341,10,Low,10,10,23.3441,85.3096,Ranchi,Jharkhand
GJ_Civil,Civil Hospital Ahmedabad,bed,06-01-2018,428,839,798,411,41,Medium,30,29,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,bed,18-02-2017,404,792,769,388,23,Low,12,14,30.75,76.78,Chandigarh,Punjab
KA_NIMHANS,NIMHANS Bengaluru,oxygen,17-02-2024,209,515,458,306,57,Medium,11,19,12.943,77.5966,Bangalore Urban,Karnataka
KA_NIMHANS,NIMHANS Bengaluru,bed,26-10-2016,425,884,855,459,29,High,13,26,12.943,77.5966,Bangalore Urban,Karnataka
HR_PGIMS,PGIMS Rohtak,oxygen,15-12-2021,220,707,683,487,24,Low,11,18,28.8955,76.6066,Rohtak,Haryana
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,12-03-2024,20,63,68,43,13,Low,12,12,26.8467,80.9462,Lucknow,Uttar Pradesh
RJ_SMS,SMS Hospital Jaipur,bed,18-06-2022,365,929,898,564,31,High,17,18,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,ventilator,18-08-2020,72,260,246,188,14,High,11,14,18.9782,72.8168,Mumbai,Maharashtra
WB_CMCH,Calcutta Medical College,oxygen,26-08-2017,199,465,450,266,15,Low,12,14,22.5726,88.3639,Kolkata,West Bengal
HR_PGIMS,PGIMS Rohtak,ambulance,28-02-2019,29,193,208,164,19,Low,19,13,28.8955,76.6066,Rohtak,Haryana
CH_GMCH,GMCH Chandigarh,bed,19-07-2015,434,1186,1127,752,59,Low,18,53,30.7333,76.7794,Chandigarh,Chandigarh
RJ_SMS,SMS Hospital Jaipur,ventilator,12-12-2022,52,279,255,227,26,High,16,12,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,ambulance,05-11-2016,29,52,69,23,19,Low,16,10,18.9782,72.8168,Mumbai,Maharashtra
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,11-09-2020,20,86,116,67,16,Medium,15,13,23.2599,77.4126,Bhopal,Madhya Pradesh
JH_RIMS,RIMS Ranchi,ventilator,06-02-2023,64,339,324,275,15,Low,13,14,23.3441,85.3096,Ranchi,Jharkhand
CH_GMCH,GMCH Chandigarh,ambulance,22-04-2018,21,128,153,107,10,Medium,10,10,30.7333,76.7794,Chandigarh,Chandigarh
KA_NIMHANS,NIMHANS Bengaluru,ventilator,07-10-2023,41,314,319,273,17,Low,17,17,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,bed,19-05-2015,389,764,717,375,47,Medium,11,18,28.5672,77.21,New Delhi,Delhi
HR_PGIMS,PGIMS Rohtak,bed,28-07-2015,365,718,699,353,19,Medium,11,11,28.8955,76.6066,Rohtak,Haryana
BR_PMCH,PMCH Patna,ventilator,04-11-2016,103,143,61,40,19,Low,13,12,25.61,85.1415,Patna,Bihar
GJ_Civil,Civil Hospital Ahmedabad,oxygen,27-08-2019,227,1083,1055,856,28,Medium,20,11,23.0225,72.5714,Ahmedabad,Gujarat
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,08-12-2023,193,1140,1100,947,40,Low,30,16,26.8467,80.9462,Lucknow,Uttar Pradesh
TN_CMC,Christian Medical College,bed,06-01-2021,384,669,641,285,28,High,25,26,12.926,79.1356,Vellore,Tamil Nadu
JH_RIMS,RIMS Ranchi,bed,01-04-2023,427,829,763,402,66,High,35,27,23.3441,85.3096,Ranchi,Jharkhand
BR_PMCH,PMCH Patna,ventilator,16-04-2018,104,267,254,163,13,High,12,13,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,oxygen,11-02-2018,202,783,704,581,79,Medium,63,69,12.943,77.5966,Bangalore Urban,Karnataka
CH_GMCH,GMCH Chandigarh,oxygen,06-07-2015,197,595,522,398,73,Low,11,34,30.7333,76.7794,Chandigarh,Chandigarh
KL_MCH,Med Coll Thiruvananthapuram,ambulance,12-02-2018,21,135,140,114,20,Low,17,17,8.5241,76.9366,Thiruvananthapuram,Kerala
PB_PGI,PGIMER Chandigarh,ventilator,10-02-2021,76,159,137,83,22,Low,12,16,30.75,76.78,Chandigarh,Punjab
AS_Gauhati,Gauhati Medical College,oxygen,19-02-2019,231,1016,981,785,35,Medium,12,30,26.1445,91.7362,Guwahati,Assam
JH_RIMS,RIMS Ranchi,bed,26-11-2024,403,621,595,218,26,Low,24,17,23.3441,85.3096,Ranchi,Jharkhand
HR_PGIMS,PGIMS Rohtak,ventilator,24-01-2015,50,250,237,200,13,Low,13,12,28.8955,76.6066,Rohtak,Haryana
HR_PGIMS,PGIMS Rohtak,ventilator,27-04-2020,50,237,223,187,14,Medium,13,10,28.8955,76.6066,Rohtak,Haryana
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,13-01-2024,170,439,409,269,30,High,20,30,23.2599,77.4126,Bhopal,Madhya Pradesh
BR_PMCH,PMCH Patna,oxygen,15-11-2020,220,999,984,779,15,Medium,13,12,25.61,85.1415,Patna,Bihar
MP_Hamidia,Hamidia Hospital Bhopal,bed,20-01-2020,415,919,879,504,40,Low,11,10,23.2599,77.4126,Bhopal,Madhya Pradesh
PB_PGI,PGIMER Chandigarh,ventilator,10-02-2021,76,159,137,83,22,Low,12,16,30.75,76.78,Chandigarh,Punjab
KA_NIMHANS,NIMHANS Bengaluru,ventilator,07-10-2023,41,314,319,273,17,Low,17,17,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,ambulance,11-09-2016,25,65,86,40,15,Low,15,15,28.5672,77.21,New Delhi,Delhi
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,26-03-2024,197,890,840,693,50,Low,46,12,26.8467,80.9462,Lucknow,Uttar Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,14-04-2022,217,632,592,415,40,Medium,40,26,17.385,78.4867,Hyderabad,Telangana
CH_GMCH,GMCH Chandigarh,oxygen,05-08-2016,186,370,315,184,55,Low,50,38,30.7333,76.7794,Chandigarh,Chandigarh
CH_GMCH,GMCH Chandigarh,bed,17-02-2017,437,1202,1186,765,16,Low,16,11,30.7333,76.7794,Chandigarh,Chandigarh
KL_MCH,Med Coll Thiruvananthapuram,ambulance,23-04-2023,22,152,166,130,17,Medium,17,14,8.5241,76.9366,Thiruvananthapuram,Kerala
GJ_Civil,Civil Hospital Ahmedabad,ambulance,11-07-2015,22,119,146,97,11,Low,11,11,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,ambulance,25-10-2016,27,42,41,20,14,Low,12,11,30.75,76.78,Chandigarh,Punjab
GJ_Civil,Civil Hospital Ahmedabad,ventilator,08-02-2019,28,247,266,219,17,Medium,17,17,23.0225,72.5714,Ahmedabad,Gujarat
KL_MCH,Med Coll Thiruvananthapuram,bed,16-08-2018,413,1041,1005,628,36,Low,21,28,8.5241,76.9366,Thiruvananthapuram,Kerala
MP_Hamidia,Hamidia Hospital Bhopal,bed,03-03-2017,401,1031,964,630,67,Medium,33,23,23.2599,77.4126,Bhopal,Madhya Pradesh
KA_NIMHANS,NIMHANS Bengaluru,ambulance,20-03-2016,30,45,65,20,11,High,10,10,12.943,77.5966,Bangalore Urban,Karnataka
KL_MCH,Med Coll Thiruvananthapuram,ambulance,20-08-2016,21,46,50,25,18,High,11,16,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,oxygen,12-09-2023,206,707,635,501,72,Medium,67,56,28.5672,77.21,New Delhi,Delhi
HR_PGIMS,PGIMS Rohtak,bed,12-03-2024,362,623,564,261,59,Medium,42,17,28.8955,76.6066,Rohtak,Haryana
KL_MCH,Med Coll Thiruvananthapuram,ventilator,09-10-2019,49,322,323,273,27,Medium,20,25,8.5241,76.9366,Thiruvananthapuram,Kerala
HP_IGMC,IGMC Shimla,oxygen,28-04-2024,231,399,351,168,48,Low,41,11,31.1048,77.1734,Shimla,Himachal Pradesh
HR_PGIMS,PGIMS Rohtak,bed,26-06-2023,375,816,791,441,25,Medium,14,13,28.8955,76.6066,Rohtak,Haryana
BR_PMCH,PMCH Patna,bed,13-12-2015,446,787,763,341,24,Medium,12,19,25.61,85.1415,Patna,Bihar
RJ_SMS,SMS Hospital Jaipur,bed,11-03-2015,383,735,683,352,52,High,12,43,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,bed,18-07-2017,425,820,799,395,21,Low,14,19,18.9782,72.8168,Mumbai,Maharashtra
UP_SGPGIMS,SGPGIMS Lucknow,bed,01-09-2021,439,1026,1009,587,17,High,13,12,26.8467,80.9462,Lucknow,Uttar Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,11-01-2020,53,224,212,171,17,High,13,15,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,bed,28-07-2018,389,953,881,564,72,High,56,22,22.5726,88.3639,Kolkata,West Bengal
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,08-02-2021,30,89,87,59,19,Low,10,15,17.385,78.4867,Hyderabad,Telangana
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,12-04-2022,20,183,191,163,16,Low,16,13,23.2599,77.4126,Bhopal,Madhya Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,03-12-2023,20,148,167,128,19,High,14,18,23.2599,77.4126,Bhopal,Madhya Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,13-07-2023,49,223,217,174,11,Medium,11,10,26.9124,75.7873,Jaipur,Rajasthan
BR_PMCH,PMCH Patna,bed,07-04-2022,453,1020,946,567,74,Medium,60,49,25.61,85.1415,Patna,Bihar
HR_PGIMS,PGIMS Rohtak,oxygen,15-12-2021,220,707,683,487,24,Low,11,18,28.8955,76.6066,Rohtak,Haryana
AS_Gauhati,Gauhati Medical College,ambulance,18-01-2018,25,141,155,116,15,Low,15,10,26.1445,91.7362,Guwahati,Assam
JH_RIMS,RIMS Ranchi,ventilator,11-05-2024,67,214,198,147,16,Low,12,10,23.3441,85.3096,Ranchi,Jharkhand
HP_IGMC,IGMC Shimla,ventilator,16-10-2017,38,259,264,221,29,Medium,11,13,31.1048,77.1734,Shimla,Himachal Pradesh
RJ_SMS,SMS Hospital Jaipur,ambulance,15-01-2018,22,146,165,124,17,Low,12,14,26.9124,75.7873,Jaipur,Rajasthan
JH_RIMS,RIMS Ranchi,bed,08-03-2020,409,670,636,261,34,Medium,14,24,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,bed,16-11-2022,427,984,910,557,74,Low,58,28,18.9782,72.8168,Mumbai,Maharashtra
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,07-06-2020,216,446,421,230,25,High,20,20,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,bed,13-08-2016,395,697,666,302,31,Low,27,24,22.5726,88.3639,Kolkata,West Bengal
PB_PGI,PGIMER Chandigarh,oxygen,25-11-2020,178,392,382,214,10,Medium,10,10,30.75,76.78,Chandigarh,Punjab
HR_PGIMS,PGIMS Rohtak,ambulance,04-06-2016,29,62,74,33,17,Low,15,15,28.8955,76.6066,Rohtak,Haryana
TN_CMC,Christian Medical College,ventilator,15-09-2022,45,266,252,221,17,Medium,15,17,12.926,79.1356,Vellore,Tamil Nadu
TN_CMC,Christian Medical College,ambulance,26-04-2017,20,123,153,103,17,High,12,14,12.926,79.1356,Vellore,Tamil Nadu
BR_PMCH,PMCH Patna,ambulance,03-05-2020,29,100,102,71,12,High,11,12,25.61,85.1415,Patna,Bihar
WB_CMCH,Calcutta Medical College,ventilator,05-11-2016,32,143,147,111,28,Low,17,23,22.5726,88.3639,Kolkata,West Bengal
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,07-12-2015,48,226,206,178,20,Low,13,13,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,ventilator,05-01-2024,51,191,176,140,15,Low,11,10,12.943,77.5966,Bangalore Urban,Karnataka
MP_Hamidia,Hamidia Hospital Bhopal,ventilator,10-09-2016,62,122,106,60,28,Low,12,17,23.2599,77.4126,Bhopal,Madhya Pradesh
HP_IGMC,IGMC Shimla,oxygen,23-09-2016,231,351,164,120,79,Low,27,27,31.1048,77.1734,Shimla,Himachal Pradesh
TN_CMC,Christian Medical College,bed,27-12-2024,384,641,593,257,48,Medium,22,43,12.926,79.1356,Vellore,Tamil Nadu
KA_NIMHANS,NIMHANS Bengaluru,ambulance,05-03-2021,30,72,64,42,15,High,11,11,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,23-06-2016,29,54,51,25,16,Low,11,13,17.385,78.4867,Hyderabad,Telangana
MH_KEM,KEM Hospital,oxygen,05-10-2015,209,582,501,373,81,Low,70,50,18.9782,72.8168,Mumbai,Maharashtra
MP_Hamidia,Hamidia Hospital Bhopal,bed,21-04-2018,393,1043,1031,650,12,Medium,11,11,23.2599,77.4126,Bhopal,Madhya Pradesh
CH_GMCH,GMCH Chandigarh,ambulance,28-08-2021,20,75,89,55,17,Low,14,16,30.7333,76.7794,Chandigarh,Chandigarh
AS_Gauhati,Gauhati Medical College,ambulance,02-02-2022,24,190,200,166,20,Medium,15,19,26.1445,91.7362,Guwahati,Assam
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,13-04-2018,30,160,167,130,19,Low,13,10,17.385,78.4867,Hyderabad,Telangana
KL_MCH,Med Coll Thiruvananthapuram,oxygen,01-03-2016,189,378,297,189,81,Medium,42,40,8.5241,76.9366,Thiruvananthapuram,Kerala
TN_CMC,Christian Medical College,bed,27-12-2024,384,641,593,257,48,Medium,22,43,12.926,79.1356,Vellore,Tamil Nadu
HR_PGIMS,PGIMS Rohtak,ventilator,26-11-2018,49,286,273,237,13,Low,12,13,28.8955,76.6066,Rohtak,Haryana
PB_PGI,PGIMER Chandigarh,ventilator,11-07-2015,71,198,176,127,22,Low,22,15,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,ventilator,12-01-2020,54,177,160,123,17,Low,17,16,30.7333,76.7794,Chandigarh,Chandigarh
KL_MCH,Med Coll Thiruvananthapuram,oxygen,24-03-2022,189,851,793,662,58,Low,50,56,8.5241,76.9366,Thiruvananthapuram,Kerala
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,08-02-2019,31,189,195,158,17,High,14,15,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,oxygen,26-08-2017,199,465,450,266,15,Low,12,14,22.5726,88.3639,Kolkata,West Bengal
TN_CMC,Christian Medical College,oxygen,06-10-2023,186,1018,970,832,48,High,48,32,12.926,79.1356,Vellore,Tamil Nadu
BR_PMCH,PMCH Patna,ventilator,04-11-2016,103,143,61,40,19,Low,13,12,25.61,85.1415,Patna,Bihar
JH_RIMS,RIMS Ranchi,bed,21-02-2016,395,595,547,200,26,High,17,21,23.3441,85.3096,Ranchi,Jharkhand
CH_GMCH,GMCH Chandigarh,ambulance,21-08-2019,21,156,181,135,13,Low,13,12,30.7333,76.7794,Chandigarh,Chandigarh
CH_GMCH,GMCH Chandigarh,bed,09-07-2016,418,999,926,581,73,Medium,24,68,30.7333,76.7794,Chandigarh,Chandigarh
RJ_SMS,SMS Hospital Jaipur,bed,11-03-2015,383,735,683,352,52,High,12,43,26.9124,75.7873,Jaipur,Rajasthan
AS_Gauhati,Gauhati Medical College,oxygen,14-11-2022,231,1066,1016,835,50,High,38,21,26.1445,91.7362,Guwahati,Assam
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-06-2024,20,61,78,41,15,Low,15,13,8.5241,76.9366,Thiruvananthapuram,Kerala
UP_SGPGIMS,SGPGIMS Lucknow,bed,28-06-2018,437,1163,1104,726,59,Low,55,33,26.8467,80.9462,Lucknow,Uttar Pradesh
GJ_Civil,Civil Hospital Ahmedabad,ventilator,20-10-2015,26,182,201,156,23,Low,14,18,23.0225,72.5714,Ahmedabad,Gujarat
UK_Haldwani,GMCH Haldwani,ambulance,06-09-2024,20,49,53,29,12,Low,12,12,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,ambulance,16-05-2017,25,118,123,93,13,High,12,10,30.75,76.78,Chandigarh,Punjab
OR_SCB,SCB Med Coll Cuttack,ambulance,06-10-2024,32,66,55,34,16,Low,12,14,20.4625,85.8828,Cuttack,Odisha
KA_NIMHANS,NIMHANS Bengaluru,ventilator,18-11-2022,37,347,340,310,13,Medium,12,10,12.943,77.5966,Bangalore Urban,Karnataka
HP_IGMC,IGMC Shimla,oxygen,24-05-2019,228,638,621,410,17,Low,13,10,31.1048,77.1734,Shimla,Himachal Pradesh
WB_CMCH,Calcutta Medical College,oxygen,01-10-2020,200,413,400,213,13,Low,13,13,22.5726,88.3639,Kolkata,West Bengal
UK_Haldwani,GMCH Haldwani,oxygen,21-06-2022,202,925,910,723,15,Medium,12,11,29.2183,79.5126,Nainital,Uttarakhand
AS_Gauhati,Gauhati Medical College,bed,01-03-2016,411,1011,983,600,28,Low,28,19,26.1445,91.7362,Guwahati,Assam
PB_PGI,PGIMER Chandigarh,bed,20-06-2022,403,959,937,556,22,Low,11,11,30.75,76.78,Chandigarh,Punjab
PB_PGI,PGIMER Chandigarh,ventilator,14-11-2017,69,222,198,153,24,Low,22,22,30.75,76.78,Chandigarh,Punjab
